Salutation,First Name,Last Name,Company,Title,Email,Phone,Mobile,Fax,Website,Lead Source,Industry,Lead Status,Rating,No. of Employees,Annual Revenue,Street,City,State/Province,Zip/Postal Code,Country,Product Interest,Current Generator(s),SIC Code,Primary,Number of Locations,Description
Dr.,Nicolas,Simon,Simon International SARL,Facilities Manager,nicolas.simon@simoninternational.com,,,,https://www.simoninternational.com,Purchased List,,Open - Not Contacted,,,120000,,,,44000,France,GC1000 series,,,Yes,,
,Anna,Schroder,ASchroder Energy GmbH,Managing Director,anna.schroder@aschroderenergy.com,+368 650644896,,,,Other,,Open - Not Contacted,Warm,,,11 Bahnhofstrasse,Cologne,,50667,Germany,GC1000 series,,,No,,Follow up after product demo webinar.
,James,Wright,Wright Group Ltd.,Buyer,james.wright@wrightgroup.com,,,,https://www.wrightgroup.com,Purchased List,Government,Open - Not Contacted,Cold,120,,,Edinburgh,,EH1 1AA,United Kingdom,GC3000 series,,,Yes,,
,Emma,Dekker,Dekker Partners B.V.,COO,emma.dekker@dekkerpartners.com,,,,,,Telecommunications,Open - Not Contacted,,,,120 Hauptstrasse,,,3511,Netherlands,,GC1000 series (old model),,,,
,Isabelle,Martin,Martin Holdings SAS,Facilities Manager,isabelle.martin@martinholdings.com,+246 469745642,+53 589356649,+889 851456118,,Purchased List,,Open - Not Contacted,,,,234 Via Roma,Strasbourg,,,France,,,,,,
Ms.,Mathieu,Thomas,Thomas Energy SAS,IT Director,mathieu.thomas@thomasenergy.com,+453 863638216,+267 678905447,,,Partner Referral,Communications,Open - Not Contacted,,,,98 Rue Victor Hugo,Grenoble,,38000,France,GC3000 series,,4248,,1,
Prof.,Sophie,Laurent,Laurent Systems SA,Operations Manager,sophie.laurent@laurentsystems.com,+909 192686518,,,https://www.laurentsystems.com,Web,Media,Open - Not Contacted,,,2500000,,Montpellier,,34000,France,GC5000 series,GC800 series,,Yes,,
,Julien,Thomas,JThomas Corp SA,Operations Manager,julien.thomas@jthomascorp.com,,,,https://www.jthomascorp.com,,,Open - Not Contacted,Hot,,10000000,236 Hauptstrasse,Lyon,,69001,France,,,,,,"Existing customer, expansion opportunity."
,John,Davis,Davis Services Inc.,,john.davis@davisservices.com,+674 134072553,,,,Purchased List,,Open - Not Contacted,Hot,,,194 High Street,Dallas,,75201,United States,,,4803,,,
,Antoine,Garcia,Garcia Group SAS,,antoine.garcia@garciagroup.com,+384 471557118,+248 456552177,+938 263655030,https://www.garciagroup.com,Phone Inquiry,Apparel,Open - Not Contacted,,,,,Lille,,59000,France,,,,Yes,,
Ms.,Celine,Durand,Durand Logistics SARL,Operations Manager,celine.durand@durandlogistics.com,,,,,,,Open - Not Contacted,,,,,Dijon,,21000,France,,,,Yes,,Referred by an existing customer.
Dr.,Valerie,Durand,VDurand Corp SARL,,valerie.durand@vdurandcorp.com,,,,,Purchased List,Machinery,Open - Not Contacted,Warm,120,,36 Avenue Foch,Angers,,,France,GC3000 series,Competitor Y200,,No,,
Mrs.,Sara,Ferrari,SFerrari Global S.r.l.,Facilities Manager,sara.ferrari@sferrariglobal.com,,,,https://www.sferrariglobal.com,Partner Referral,Communications,Open - Not Contacted,,,,,Rome,,00100,Italy,GC1000 series,,,No,,
Prof.,Anna,Schroder,Schroder Services AG,,anna.schroder@schroderservices.com,,,+534 585825317,,Other,Manufacturing,Open - Not Contacted,Hot,5,,,Dusseldorf,,40213,Germany,GC1000 series,,,,,Expressed interest during cold call.
Dr.,,Al Qasimi,TAl Qasimi International LLC,Plant Manager,contact@talqasimiinternational.com,+391 395031405,+429 648814484,+407 691020593,,Web,Technology,Open - Not Contacted,,25,,226 Calle Mayor,Abu Dhabi,,,United Arab Emirates,GC1020 series,Other Corp X100,,Yes,3,
Mr.,Ana,Ribeiro,ARibeiro Systems S.A.,Buyer,ana.ribeiro@aribeirosystems.com,+1 432808207,,,,Partner Referral,,Open - Not Contacted,Cold,12,,199 Rua Augusta,Belo Horizonte,,30000-000,Brazil,GC3000 series,,,,,
Prof.,,Hu,"Hu Systems Co., Ltd.",Facilities Manager,,,,,,,,Closed - Converted,,,,201 Station Road,Shenzhen,,518000,China,,Competitor Y200,1348,,,
Mrs.,Nicolas,Petit,Petit Consulting SAS,IT Director,nicolas.petit@petitconsulting.com,,,,,Phone Inquiry,Healthcare,Open - Not Contacted,Warm,,,,Lyon,,69001,France,GC1000 series,,,,,
Mrs.,Matteo,Widmer,MWidmer International GmbH,Buyer,matteo.widmer@mwidmerinternational.com,+249 640989625,,,https://www.mwidmerinternational.com,Purchased List,Media,Open - Not Contacted,,,,202 Hauptstrasse,Lausanne,,,Switzerland,,,,,,
Mrs.,Sandrine,Vincent,SVincent Innovations SA,Supply Chain Manager,sandrine.vincent@svincentinnovations.com,+550 930980794,,,,Web,Banking,Open - Not Contacted,Hot,,10000000,,Lyon,,69001,France,,,,No,,
Mrs.,Axel,Lindgren,Lindgren Energy AB,Buyer,axel.lindgren@lindgrenenergy.com,,+279 186447121,,https://www.lindgrenenergy.com,,,Open - Not Contacted,,,,206 Rue de la Paix,Stockholm,,111 21,Sweden,GC5000 series,,9128,Yes,1,
Mrs.,Francesco,Gallo,Gallo Innovations S.r.l.,CFO,francesco.gallo@galloinnovations.com,+712 861157834,+409 463240727,+257 228318112,https://www.galloinnovations.com,,Chemicals,Open - Not Contacted,,500,1000000,5 Business Park Way,Milan,,20121,Italy,,,1183,,5,
Dr.,Valerie,Dubois,Dubois Logistics SARL,Operations Manager,,,,,,Web,Entertainment,Open - Not Contacted,Hot,25,5000000,226 Park Lane,Grenoble,,,France,GC5000 series,,,Yes,20,Looking to replace aging equipment fleet.
Mr.,James,Smith,Smith Services Ltd.,Purchasing Manager,,+862 617844402,+550 616299062,,,Partner Referral,Manufacturing,Open - Not Contacted,,25,250000,,Galway,,H91 X8PX,Ireland,GC5000 series,,,Yes,,Follow up after product demo webinar.
,Marie,Girard,Girard Systems SARL,Facilities Manager,marie.girard@girardsystems.com,+680 790523708,+172 641370393,,https://www.girardsystems.com,Web,,Open - Not Contacted,,,50000,,Dijon,,,France,GC5000 series,,,,,Expressed interest during cold call.
Prof.,Walid,Bouazizi,WBouazizi Partners SARL,VP Sales,,+463 582262247,,,https://www.wbouazizipartners.com,,Shipping,Open - Not Contacted,,,,,Tunis,,,Tunisia,,,2042,Yes,,Inbound inquiry about maintenance contracts.
Mr.,Tao,Yang,"Yang Technologies Co., Ltd.",Sales Director,tao.yang@yangtechnologies.com,+3 542965597,,,https://www.yangtechnologies.com,,Electronics,Open - Not Contacted,,250,1000000,,Beijing,,100000,China,GC5000 series,,,Yes,,Follow up after product demo webinar.
Mr.,Thomas,Simon,Simon Global SAS,Head of Procurement,thomas.simon@simonglobal.com,+326 226940639,,,https://www.simonglobal.com,Web,Shipping,Working - Contacted,,,,40 High Street,Montpellier,,34000,France,,,,No,,
,Leon,Muller,LMuller Innovations GmbH,General Manager,leon.muller@lmullerinnovations.com,+46 530141148,,+624 452024344,,,Media,Open - Not Contacted,,,,167 Rue Victor Hugo,,,,Switzerland,,,,,,
Mr.,,Petit,Petit Enterprises SA,Plant Manager,contact@petitenterprises.com,+551 423032659,,,,Other,,Closed - Converted,Hot,,,,Lyon,,69001,France,GC5000 series,,,,,
Mr.,Sophie,Petit,SPetit Group SARL,Plant Manager,sophie.petit@spetitgroup.com,+490 352335811,,,https://www.spetitgroup.com,,Agriculture,Open - Not Contacted,Cold,,,128 Commerce Blvd,Montpellier,,34000,France,,,,,,
,Camille,Dubois,CDubois Systems SAS,CFO,,+883 482332254,+723 867422715,,,,Chemicals,Open - Not Contacted,,,,,Nice,,06000,France,,None,,Yes,1,Requested a quote via website contact form.
Mr.,Sophie,Durand,Durand Global SAS,COO,sophie.durand@durandglobal.com,+791 928721927,,,,Web,,Open - Not Contacted,,5,,,Dijon,,21000,France,GC5000 series,,,Yes,2,
Mr.,Yun,Chen,"YChen Global Co., Ltd.",Supply Chain Manager,yun.chen@ychenglobal.com,+552 921216291,+551 244850736,,,,Other,Open - Not Contacted,Hot,,250000,185 Boulevard Central,Guangzhou,,,China,GC3000 series,,,Yes,,
Mrs.,Beatriz,Alves,BAlves Power Lda.,,beatriz.alves@balvespower.com,+412 672744663,,,https://www.balvespower.com,Purchased List,,Open - Not Contacted,,,,92 Via Roma,Lisbon,,1000-001,Portugal,,,,,,Downloaded product catalog from website.
Ms.,Lotte,De Groot,LDe Groot Group B.V.,VP Sales,lotte.degroot@ldegrootgroup.com,,,,https://www.ldegrootgroup.com,Other,Utilities,Open - Not Contacted,,500,1000000,,The Hague,,,Netherlands,GC5000 series,,9103,Yes,,
Mrs.,Nathalie,Dubois,Dubois Industries SARL,Owner,nathalie.dubois@duboisindustries.com,+307 277243601,,,https://www.duboisindustries.com,,,Open - Not Contacted,,,,,Nice,,06000,France,,,,,,
,Chiara,Moretti,CMoretti Innovations S.p.A.,CTO,chiara.moretti@cmorettiinnovations.com,,+225 195733862,,https://www.cmorettiinnovations.com,Phone Inquiry,Manufacturing,Working - Contacted,,,,19 Station Road,Rome,,00100,Italy,GC5000 series,,,Yes,3,Looking to replace aging equipment fleet.
Prof.,Aurelie,Fournier,AFournier Enterprises SARL,Facilities Manager,aurelie.fournier@afournierenterprises.com,,,+398 540123918,https://www.afournierenterprises.com,,,Working - Contacted,,,,,Reims,,51100,France,,,4699,No,,
Dr.,Camille,Michel,Michel Partners SARL,,camille.michel@michelpartners.com,+569 746006451,,,https://www.michelpartners.com,Other,Consulting,Open - Not Contacted,,25,,171 High Street,Montpellier,,34000,France,GC1000 series,,,No,10,
,Eva,Van den Berg,Van den Berg Industries N.V.,VP Marketing,eva.vandenberg@vandenbergindustries.com,+371 462452316,+815 165531931,+983 238225447,,Partner Referral,,Open - Not Contacted,,5,,,Eindhoven,,5611,Netherlands,GC3000 series,,,Yes,,Requested a quote via website contact form.
Ms.,James,O'Neill,O'Neill Dynamics Ltd.,,james.oneill@oneilldynamics.com,+29 357750842,+798 237385806,,,,,Open - Not Contacted,,,,,Cork,,,Ireland,,,,,,
Mrs.,Ben,Schmidt,BSchmidt Energy AG,,ben.schmidt@bschmidtenergy.com,,+789 497614538,,,Purchased List,Banking,Open - Not Contacted,,1000,,188 Bahnhofstrasse,,,,Germany,,None,,Yes,,
Mrs.,Maja,Nowakowski,Nowakowski Logistics S.A.,,maja.nowakowski@nowakowskilogistics.com,+380 846353477,,,,Web,Healthcare,Open - Not Contacted,Warm,5,,,,,,Poland,,,6598,No,,
,Sarah,Taylor,Taylor Systems Corp.,,sarah.taylor@taylorsystems.com,,,+827 746504617,,Other,,Open - Not Contacted,,,,41 Innovation Drive,Austin,,73301,United States,GC1000 series,GC1000 series (old model),1753,No,,"Met at trade show, interested in bulk pricing."
Ms.,Sophie,Bertrand,Bertrand Logistics SARL,CFO,,,,,https://www.bertrandlogistics.com,Phone Inquiry,Entertainment,Open - Not Contacted,,2500,,231 Avenue Foch,Nice,,,France,,,3415,,,
Mr.,Ava,Brown,ABrown Technologies Ltd.,VP Sales,,+2 780067590,,,,Purchased List,,Open - Not Contacted,,,,66 Calle Mayor,Manchester,,,United Kingdom,GC1020 series,,1116,,1,
Prof.,Mathieu,Petit,MPetit Systems SA,Facilities Manager,mathieu.petit@mpetitsystems.com,+465 733745896,+354 791909431,,,,,Open - Not Contacted,,,,56 Park Lane,Grenoble,,,France,,,,,,
Ms.,Camille,Claes,CClaes Holdings SA,Managing Director,camille.claes@cclaesholdings.com,+53 524771325,+288 666112969,,,Web,Machinery,Open - Not Contacted,Warm,,250000,,Ghent,,9000,Belgium,GC1000 series,,,No,,
Dr.,Alexandre,Petit,Petit Industries SARL,,,+86 857759988,,,,Other,,Open - Not Contacted,,50,,,,,33000,France,GC3000 series,,,,,
Ms.,Mathieu,Bertrand,Bertrand Corp SARL,COO,,,,,https://www.bertrandcorp.com,,,Open - Not Contacted,,,,,Dijon,,21000,France,GC5000 series,,,No,,
Prof.,Oliwia,Mazur,OMazur Dynamics Sp. z o.o.,Facilities Manager,oliwia.mazur@omazurdynamics.com,+347 427982209,,,https://www.omazurdynamics.com,Phone Inquiry,,Open - Not Contacted,Cold,50,,,Warsaw,,00-001,Poland,GC3000 series,,,No,,"Existing customer, expansion opportunity."
Ms.,Camille,Michel,Michel Dynamics SAS,,camille.michel@micheldynamics.com,+358 133850475,,,,,,Open - Not Contacted,Warm,,120000,237 Rue de la Paix,Montpellier,,,France,,,,,5,
Mr.,Lucas,Morin,LMorin Logistics Inc.,,lucas.morin@lmorinlogistics.com,,,,,Web,Technology,Open - Not Contacted,,,,,Vancouver,,V6B 1A1,Canada,,,,,,"Existing customer, expansion opportunity."
Mr.,Emma,Brouwer,EBrouwer Consulting N.V.,CFO,,+420 591051682,,,,Web,Machinery,Open - Not Contacted,,,2500000,81 Main Street,The Hague,,2511,Netherlands,,,,Yes,,
Prof.,Cian,O'Sullivan,CO'Sullivan International Ltd.,General Manager,cian.osullivan@cosullivaninternational.com,+306 645128164,,,https://www.cosullivaninternational.com,Partner Referral,,Open - Not Contacted,,,,156 Industrial Ave,Galway,,,Ireland,GC1020 series,,,No,,
,John,Martinez,Martinez Holdings LLC,Facilities Manager,john.martinez@martinezholdings.com,,,,,Phone Inquiry,,Open - Not Contacted,,,50000,,New York,,10001,United States,GC5000 series,,,Yes,10,
Prof.,Julien,Michel,Michel Enterprises SARL,VP Sales,julien.michel@michelenterprises.com,+826 511523124,+841 577864121,,https://www.michelenterprises.com,Phone Inquiry,,Open - Not Contacted,,,,,Lyon,,69001,France,GC5000 series,,,Yes,,Downloaded product catalog from website.
Mrs.,Charlotte,Taylor,CTaylor Global PLC,Managing Director,,+904 369042204,+79 996366021,,https://www.ctaylorglobal.com,Other,,Open - Not Contacted,,,,123 Calle Mayor,Manchester,,M1 1AE,United Kingdom,,GC500 series,,,1,
Prof.,Jose,Sanchez,JSanchez Dynamics S.A.,Operations Manager,jose.sanchez@jsanchezdynamics.com,+252 572298460,,,https://www.jsanchezdynamics.com,,Healthcare,Open - Not Contacted,Warm,,50000,6 Avenue Foch,Malaga,,29001,Spain,,,,No,,
Dr.,Liam,O'Connor,LO'Connor Industries Ltd.,CEO,liam.oconnor@loconnorindustries.com,+795 891828859,,,https://www.loconnorindustries.com,,Healthcare,Open - Not Contacted,,25,,,Galway,,,Ireland,GC1000 series,,,,1,
Mr.,Oliwia,Wozniak,Wozniak Global Sp. z o.o.,Procurement Director,oliwia.wozniak@wozniakglobal.com,,,,,,,Open - Not Contacted,,,,,Wroclaw,,50-001,Poland,,,,,,
,Matteo,Giordano,Giordano Global S.r.l.,Head of Procurement,matteo.giordano@giordanoglobal.com,,+384 849810955,,https://www.giordanoglobal.com,Phone Inquiry,,Open - Not Contacted,,,,165 Avenue Foch,Milan,,,Italy,,,6427,Yes,,
Dr.,Aurelie,Garcia,AGarcia Corp SAS,,aurelie.garcia@agarciacorp.com,,,,,,Government,Open - Not Contacted,,500,,,Marseille,,,France,,,,,,
Ms.,Leon,Schwarz,Schwarz International GmbH,Purchasing Manager,leon.schwarz@schwarzinternational.com,,+631 943050557,,https://www.schwarzinternational.com,Other,Shipping,Open - Not Contacted,,120,,,Berlin,,10115,Germany,,,,Yes,5,
Dr.,Jean,Petit,Petit Corp SARL,,jean.petit@petitcorp.com,+43 572761616,+529 745731499,+13 189942779,https://www.petitcorp.com,Partner Referral,,Open - Not Contacted,,,5000000,83 Zone Industrielle,Grenoble,,,France,GC5000 series,,8001,No,,
Prof.,Harry,Davies,HDavies Logistics PLC,IT Director,harry.davies@hdavieslogistics.com,+548 134956121,,,https://www.hdavieslogistics.com,Web,Electronics,Open - Not Contacted,,80,,,Edinburgh,,,United Kingdom,GC5000 series,GC1000 series (old model),,Yes,3,
Mr.,Rachid,Benjelloun,Benjelloun Innovations SA,General Manager,rachid.benjelloun@benjellouninnovations.com,,+231 667331055,,,Partner Referral,Entertainment,Closed - Not Converted,,,,198 High Street,Fes,,30000,Morocco,GC1000 series,,,,,
Prof.,Camille,Roux,CRoux Corp SA,COO,camille.roux@crouxcorp.com,,+620 836906165,,,,Hospitality,Open - Not Contacted,,,,227 Calle Mayor,Strasbourg,,67000,France,GC1020 series,,,,,
Mrs.,Sophie,Bernard,Bernard Corp SA,Purchasing Manager,sophie.bernard@bernardcorp.com,+702 982244794,+21 358519790,,https://www.bernardcorp.com,Partner Referral,Environmental,Open - Not Contacted,Warm,5,,27 Calle Mayor,Nice,,06000,France,,,4399,,,
Ms.,Hedi,Baccouche,Baccouche Consulting SARL,,hedi.baccouche@baccoucheconsulting.com,+212 116071188,,,,,Food & Beverage,Open - Not Contacted,,,,,Bizerte,,,Tunisia,GC5000 series,,,No,,
,Jacob,Jones,JJones International Ltd.,,jacob.jones@jjonesinternational.com,,,,,Purchased List,Shipping,Open - Not Contacted,Cold,,1000000,,Birmingham,,B1 1AA,United Kingdom,,,,Yes,,
Prof.,Celine,Roux,CRoux Logistics SAS,,,+885 417580576,+326 111389459,,https://www.crouxlogistics.com,Purchased List,,Open - Not Contacted,Warm,,500000,,Grenoble,,,France,GC3000 series,,,Yes,,"Met at trade show, interested in bulk pricing."
,Laurent,Thomas,Thomas Consulting SARL,VP Sales,laurent.thomas@thomasconsulting.com,+149 320080250,+18 518585082,+168 581390079,https://www.thomasconsulting.com,,Other,Open - Not Contacted,,,,121 Business Park Way,Dijon,,,France,GC3000 series,,,,,
Mrs.,Michel,Durand,MDurand Dynamics SA,Operations Manager,michel.durand@mduranddynamics.com,+338 688399481,,,,Purchased List,,Open - Not Contacted,,,,,Dijon,,21000,France,GC3000 series,,,No,,
,,Roux,Roux Industries SA,CEO,contact@rouxindustries.com,+771 781991176,+84 491839877,,,Partner Referral,,Open - Not Contacted,,,250000,120 Zone Industrielle,Dijon,,21000,France,,,,No,5,
,Nicolas,Laurent,Laurent Global SAS,Owner,nicolas.laurent@laurentglobal.com,+981 197323688,,,https://www.laurentglobal.com,,,Open - Not Contacted,Warm,,250000,124 Church Road,Grenoble,,,France,,,,Yes,20,Expressed interest during cold call.
Mr.,Noah,Meyer,Meyer Group GmbH,Supply Chain Manager,noah.meyer@meyergroup.com,+300 391352565,,,,Other,Media,Open - Not Contacted,,120,,,Basel,,,Switzerland,GC1000 series,None,,,,Referred by an existing customer.
,Nathalie,Dubois,NDubois Technologies SARL,,nathalie.dubois@nduboistechnologies.com,,+835 649174862,,,Purchased List,,Open - Not Contacted,Hot,,,57 Calle Mayor,,,49000,France,,,4936,,,
,Marie,Dubois,Dubois Innovations SARL,,marie.dubois@duboisinnovations.com,,,+118 582177752,,,Engineering,Open - Not Contacted,,250,10000000,83 Avenue Foch,Marseille,,13001,France,GC5000 series,,,,,"Existing customer, expansion opportunity."
Mr.,,Moore,TMoore Holdings Inc.,,contact@tmooreholdings.com,+635 943878996,,,https://www.tmooreholdings.com,Purchased List,Food & Beverage,Open - Not Contacted,Cold,,50000,97 Boulevard Central,Los Angeles,,,United States,GC1020 series,,,,,
Mr.,,Belhaj,SBelhaj Systems SARL,Supply Chain Manager,contact@sbelhajsystems.com,,+466 962190005,,,Web,Not For Profit,Open - Not Contacted,Warm,250,50000,,,,,Tunisia,,Competitor Y200,6251,,,
,Mathieu,Fournier,MFournier Holdings SARL,,mathieu.fournier@mfournierholdings.com,+11 583647351,,,,Purchased List,Electronics,Open - Not Contacted,,,,,Montpellier,,34000,France,,,,,,
Mrs.,Sanaa,Kettani,Kettani Solutions SA,President,sanaa.kettani@kettanisolutions.com,,,,,,Finance,Open - Not Contacted,Hot,12,,158 Main Street,Tangier,,90000,Morocco,,,,No,,Expressed interest during cold call.
Mr.,Marie,Vincent,Vincent Dynamics SAS,,,+686 983398701,+503 411110324,,,Phone Inquiry,,Open - Not Contacted,,80,,194 Zone Industrielle,Bordeaux,,33000,France,GC1000 series,,,No,,
Prof.,Julien,Fournier,Fournier Holdings SA,Purchasing Manager,julien.fournier@fournierholdings.com,+973 753602595,+564 991764926,+299 452680043,,Partner Referral,Utilities,Open - Not Contacted,,,,76 Rue de la Paix,Dijon,,21000,France,,,,Yes,,
Mrs.,Marie,Lefebvre,Lefebvre Systems SAS,CFO,marie.lefebvre@lefebvresystems.com,+534 781263504,,,https://www.lefebvresystems.com,Purchased List,Machinery,Open - Not Contacted,Warm,,,157 Calle Mayor,,,34000,France,,,,No,2,
Dr.,Finn,Richter,Richter Global GmbH,,,+556 337750491,,,,Phone Inquiry,Education,Open - Not Contacted,,,250000,137 Main Street,Stuttgart,,,Germany,GC1000 series,,,No,,
,Mathieu,Durand,MDurand Global SAS,,mathieu.durand@mdurandglobal.com,+942 438774443,+172 340750861,,https://www.mdurandglobal.com,Purchased List,Telecommunications,Open - Not Contacted,,,,,,,49000,France,GC1020 series,,,,,
,Camille,Leclercq,Leclercq Industries SA,Managing Director,camille.leclercq@leclercqindustries.com,+582 190675244,,+828 667728351,,Phone Inquiry,,Closed - Converted,,25,120000,77 Via Roma,Ghent,,9000,Belgium,,,,No,,
,Celine,Martin,Martin Enterprises SAS,,celine.martin@martinenterprises.com,+692 734585821,,,,Purchased List,Entertainment,Open - Not Contacted,,,,194 Hauptstrasse,,,,France,,,,Yes,,
Ms.,Hana,Hayashi,"Hayashi Consulting Co., Ltd.",IT Director,hana.hayashi@hayashiconsulting.com,+749 841388763,,,https://www.hayashiconsulting.com,,Consulting,Open - Not Contacted,Cold,,,193 Via Roma,,,530-0001,Japan,,,,Yes,,
Mrs.,Camille,Durand,CDurand Systems SARL,,camille.durand@cdurandsystems.com,+879 623433419,,,,,Entertainment,Open - Not Contacted,Hot,25,,69 Innovation Drive,Toulouse,,31000,France,GC3000 series,,,No,,
Prof.,Henry,Gauthier,HGauthier Enterprises Ltd.,,henry.gauthier@hgauthierenterprises.com,+786 843826068,,,,Other,,Open - Not Contacted,Hot,,,246 Industrial Ave,Ottawa,,K1P 1J1,Canada,,,2721,Yes,,
Ms.,Olivia,Watson,OWatson Dynamics Ltd.,IT Director,olivia.watson@owatsondynamics.com,,,,,,,Open - Not Contacted,Warm,,,14 Avenue Foch,London,,,United Kingdom,GC3000 series,,,No,1,
,Nicolas,Moreau,Moreau Global SA,Procurement Director,nicolas.moreau@moreauglobal.com,+840 711550868,,,,,,Open - Not Contacted,,500,,143 Industrial Ave,Strasbourg,,67000,France,,,,Yes,,Looking to replace aging equipment fleet.
Prof.,Lotte,Janssen,LJanssen Partners B.V.,,lotte.janssen@ljanssenpartners.com,,+328 436457435,+506 816280294,,Web,Machinery,Open - Not Contacted,,,,,,,5611,Netherlands,,,,,1,Requested a quote via website contact form.
,Marie,Vincent,MVincent Holdings SA,,marie.vincent@mvincentholdings.com,,+156 955764539,,,Purchased List,,Open - Not Contacted,,,2500000,,Lyon,,,France,GC5000 series,,,Yes,,Attended regional partner event.
Mrs.,Keiko,Sasaki,"KSasaki Energy Co., Ltd.",CFO,keiko.sasaki@ksasakienergy.com,+593 616413678,+406 578487095,+838 267869281,https://www.ksasakienergy.com,,Environmental,Open - Not Contacted,Hot,,,,Tokyo,,100-0001,Japan,,,3645,,,
Prof.,Sandrine,Garcia,SGarcia Technologies SA,Sales Director,sandrine.garcia@sgarciatechnologies.com,+237 898227915,,,,Purchased List,Education,Open - Not Contacted,,250,,,,,,France,,,,,2,
Mr.,Robert,Anderson,Anderson Holdings Inc.,Managing Director,robert.anderson@andersonholdings.com,+551 362163160,,,,,Electronics,Open - Not Contacted,,,,95 Church Road,Phoenix,,,United States,GC3000 series,,,No,,
Mr.,Victor,Mertens,Mertens Power SPRL,Procurement Director,victor.mertens@mertenspower.com,,,,https://www.mertenspower.com,Phone Inquiry,Chemicals,Open - Not Contacted,,,,,Antwerp,,2000,Belgium,,GC1000 series (old model),,,,Inbound inquiry about maintenance contracts.
Mr.,Javier,Martinez,JMartinez Industries S.L.,Buyer,javier.martinez@jmartinezindustries.com,+346 773783961,,,https://www.jmartinezindustries.com,Purchased List,,Open - Not Contacted,,,,,Bilbao,,48001,Spain,GC1000 series,,,,,
,Claire,Martin,Martin Energy SA,Operations Manager,claire.martin@martinenergy.com,+957 888110995,,,,Other,Agriculture,Open - Not Contacted,,1000,,,Lyon,,69001,France,GC3000 series,,1377,,,
Mrs.,Marie,Michel,Michel Global SARL,Facilities Manager,marie.michel@michelglobal.com,+869 234756755,,,,,,Open - Not Contacted,,,50000,104 Hauptstrasse,Nantes,,44000,France,GC5000 series,,,No,,
Prof.,Isabel,Silva,Silva Logistics Lda.,,isabel.silva@silvalogistics.com,,,,,Partner Referral,Healthcare,Open - Not Contacted,Warm,,,,Lisbon,,1000-001,Portugal,,,,,5,Downloaded product catalog from website.
,,Lefebvre,Lefebvre Dynamics SAS,IT Director,contact@lefebvredynamics.com,,,+110 225543953,,,,Open - Not Contacted,,,10000000,138 Market Street,Grenoble,,38000,France,,,,,5,
Prof.,Mathieu,Petit,Petit Solutions SA,Operations Manager,,+790 453867043,+656 125160526,,,Purchased List,Recreation,Open - Not Contacted,Cold,1000,,156 Rua Augusta,Paris,,,France,GC3000 series,,,Yes,,
Mr.,Laurent,Laurent,Laurent Systems SAS,Operations Manager,laurent.laurent@laurentsystems.com,,,,https://www.laurentsystems.com,Phone Inquiry,,Working - Contacted,,5,,177 Commerce Blvd,Grenoble,,38000,France,,In-house legacy unit,,No,,
Ms.,Aurelie,Roux,ARoux Enterprises SAS,,aurelie.roux@arouxenterprises.com,+532 693775341,,,https://www.arouxenterprises.com,Web,,Open - Not Contacted,,2500,500000,,Marseille,,13001,France,GC1000 series,,,Yes,5,
Mr.,Hannah,Meyer,HMeyer Logistics GmbH,IT Director,hannah.meyer@hmeyerlogistics.com,+771 592208524,,,,Partner Referral,,Open - Not Contacted,,,,94 Via Roma,Berlin,,10115,Germany,GC1000 series,,,No,1,
,Lucas,De Groot,De Groot Logistics N.V.,General Manager,lucas.degroot@degrootlogistics.com,+12 514574615,,,,Partner Referral,,Open - Not Contacted,,,250000,221 Rua Augusta,The Hague,,,Netherlands,,,,No,,
Mr.,Nicolas,Durand,Durand International SAS,Plant Manager,nicolas.durand@durandinternational.com,+708 850151920,,,https://www.durandinternational.com,Phone Inquiry,,Open - Not Contacted,Warm,,,169 Hauptstrasse,Lille,,,France,GC5000 series,,,Yes,,
Mrs.,Valerie,Martin,VMartin Innovations SAS,,valerie.martin@vmartininnovations.com,+937 853433857,,,,Phone Inquiry,Agriculture,Working - Contacted,,,,,Toulouse,,,France,,,,No,,Requested a quote via website contact form.
Mrs.,Celine,Laurent,Laurent Logistics SAS,Owner,celine.laurent@laurentlogistics.com,,,,,,,Open - Not Contacted,,,10000000,149 Commerce Blvd,Rennes,,,France,,,,,3,
Mr.,Andrea,Rossi,Rossi Enterprises S.r.l.,,andrea.rossi@rossienterprises.com,,+907 465176483,,,,Energy,Open - Not Contacted,,,,237 High Street,Florence,,50121,Italy,,,,No,20,
Mrs.,Sophie,Janssen,SJanssen International N.V.,,sophie.janssen@sjansseninternational.com,,+134 458807442,,,Phone Inquiry,,Open - Not Contacted,Warm,80,,,Eindhoven,,,Netherlands,,,,Yes,,
Mr.,,Jesus,JJesus Enterprises Lda.,Purchasing Manager,contact@jjesusenterprises.com,,,,https://www.jjesusenterprises.com,Partner Referral,,Open - Not Contacted,,50,50000,29 Rue Victor Hugo,Porto,,4000-001,Portugal,,,,No,1,Expressed interest during cold call.
Mr.,Elizabeth,Jones,EJones Energy Inc.,General Manager,elizabeth.jones@ejonesenergy.com,,,,,Other,,Open - Not Contacted,,,,,Chicago,,60601,United States,,GC500 series,,No,,Looking to replace aging equipment fleet.
Mrs.,,Lopez,PLopez Logistics S.A. de C.V.,,contact@plopezlogistics.com,+257 994437310,,,,Phone Inquiry,,Open - Not Contacted,,,,,,,01000,Mexico,GC3000 series,In-house legacy unit,,No,,
